test_file,m,n,algorithm,Cmax,runtime_sec
case_m7_n50_lambda0.2_mu40.0_sigma10.0_case9.txt,7,50,GA,374,0.3
case_m7_n50_lambda0.2_mu40.0_sigma10.0_case8.txt,7,50,IP,320.99999996779997,60.66
case_m7_n50_lambda0.2_mu40.0_sigma10.0_case8.txt,7,50,GA,323,0.28
case_m7_n60_lambda0.2_mu40.0_sigma10.0_case9.txt,7,60,IP,365.9999999632989,60.97
case_m7_n60_lambda0.2_mu40.0_sigma10.0_case9.txt,7,60,GA,394,0.33
case_m7_n70_lambda0.2_mu40.0_sigma10.0_case9.txt,7,70,IP,483.9999999514999,61.31
case_m7_n70_lambda0.2_mu40.0_sigma10.0_case9.txt,7,70,GA,470,0.39
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case4.txt,7,100,IP,664.9999999333946,62.81
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case4.txt,7,100,GA,686,0.54
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case6.txt,7,100,IP,661.0,62.93
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case6.txt,7,100,GA,596,0.54
case_m7_n80_lambda0.2_mu40.0_sigma10.0_case10.txt,7,80,IP,566.0,62.15
case_m7_n80_lambda0.2_mu40.0_sigma10.0_case10.txt,7,80,GA,553,0.45
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case7.txt,7,100,IP,654.0,63.04
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case7.txt,7,100,GA,668,0.6
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case3.txt,7,100,IP,678.9999999319975,63.08
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case3.txt,7,100,GA,629,0.54
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case2.txt,7,100,IP,762.0,62.93
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case2.txt,7,100,GA,664,0.54
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case1.txt,7,100,IP,677.0,63.04
case_m7_n100_lambda0.2_mu40.0_sigma10.0_case1.txt,7,100,GA,616,0.53
