test_file,m,n,algorithm,Cmax,runtime_sec
case_m8_n80_lambda0.2_mu40.0_sigma10.0_case6.txt,8,80,GA,474,0.48
case_m8_n90_lambda0.2_mu40.0_sigma10.0_case6.txt,8,90,IP,511.0,62.6
case_m8_n90_lambda0.2_mu40.0_sigma10.0_case6.txt,8,90,GA,513,0.55
case_m8_n70_lambda0.2_mu40.0_sigma10.0_case10.txt,8,70,IP,453.9999999544995,61.59
case_m8_n70_lambda0.2_mu40.0_sigma10.0_case10.txt,8,70,GA,452,0.43
case_m8_n90_lambda0.2_mu40.0_sigma10.0_case4.txt,8,90,IP,594.0,62.59
case_m8_n90_lambda0.2_mu40.0_sigma10.0_case4.txt,8,90,GA,580,0.54
case_m8_n80_lambda0.2_mu40.0_sigma10.0_case4.txt,8,80,IP,465.0,62.25
case_m8_n80_lambda0.2_mu40.0_sigma10.0_case4.txt,8,80,GA,453,0.48
case_m8_n80_lambda0.2_mu40.0_sigma10.0_case5.txt,8,80,IP,472.9999999525998,62.2
case_m8_n80_lambda0.2_mu40.0_sigma10.0_case5.txt,8,80,GA,462,0.48
case_m8_n90_lambda0.2_mu40.0_sigma10.0_case5.txt,8,90,IP,560.0,62.63
case_m8_n90_lambda0.2_mu40.0_sigma10.0_case5.txt,8,90,GA,505,0.54
