test_file,m,n,algorithm,Cmax,runtime_sec
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case5.txt,9,80,GA,500,0.54
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case5.txt,9,90,IP,559.0,62.96
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case5.txt,9,90,GA,540,0.6
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case7.txt,9,90,IP,645.0,20.51
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case7.txt,9,90,GA,645,0.6
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case7.txt,9,80,IP,487.0,45.49
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case7.txt,9,80,GA,489,0.54
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case6.txt,9,80,IP,438.9999999559999,63.21
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case6.txt,9,80,GA,451,0.53
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case6.txt,9,90,IP,500.0,63.1
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case6.txt,9,90,GA,468,0.59
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case2.txt,9,90,IP,498.0,62.92
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case2.txt,9,90,GA,469,0.6
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case2.txt,9,80,IP,462.0,62.3
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case2.txt,9,80,GA,454,0.54
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case9.txt,9,100,IP,684.9999999313844,63.54
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case9.txt,9,100,GA,591,0.66
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case8.txt,9,100,IP,560.0,63.54
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case8.txt,9,100,GA,560,0.66
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case3.txt,9,80,IP,445.0,62.3
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case3.txt,9,80,GA,437,0.54
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case3.txt,9,90,IP,520.0,62.82
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case3.txt,9,90,GA,511,0.6
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case10.txt,9,90,IP,529.0,62.95
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case10.txt,9,90,GA,529,0.6
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case1.txt,9,90,IP,558.0,62.9
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case1.txt,9,90,GA,542,0.61
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case1.txt,9,80,IP,515.0,62.44
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case1.txt,9,80,GA,515,0.55
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case10.txt,9,80,IP,486.0,63.35
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case10.txt,9,80,GA,462,0.55
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case6.txt,9,100,IP,635.0,63.67
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case6.txt,9,100,GA,544,0.66
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case7.txt,9,100,IP,589.0,63.73
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case7.txt,9,100,GA,513,0.66
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case5.txt,9,100,IP,620.9999999377999,63.54
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case5.txt,9,100,GA,587,0.66
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case4.txt,9,100,IP,583.9999998829993,63.6
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case4.txt,9,100,GA,545,0.66
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case1.txt,9,100,IP,605.0,63.58
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case1.txt,9,100,GA,617,0.66
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case8.txt,9,90,IP,509.0,62.83
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case8.txt,9,90,GA,503,0.59
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case3.txt,9,100,IP,574.0,63.6
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case3.txt,9,100,GA,557,0.66
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case8.txt,9,80,IP,520.0,62.35
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case8.txt,9,80,GA,499,0.54
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case9.txt,9,80,IP,481.0,62.51
case_m9_n80_lambda0.2_mu40.0_sigma10.0_case9.txt,9,80,GA,450,0.54
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case2.txt,9,100,IP,548.0,63.6
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case2.txt,9,100,GA,541,0.66
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case9.txt,9,90,IP,576.0,28.6
case_m9_n90_lambda0.2_mu40.0_sigma10.0_case9.txt,9,90,GA,576,0.6
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case4.txt,9,70,IP,458.0,23.43
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case4.txt,9,70,GA,458,0.48
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case4.txt,9,60,IP,339.0,61.26
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case4.txt,9,60,GA,355,0.42
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case5.txt,9,50,IP,277.0,60.87
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case5.txt,9,50,GA,326,0.34
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case4.txt,9,50,IP,319.0,14.16
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case4.txt,9,50,GA,351,0.35
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case5.txt,9,60,IP,330.9999999667995,61.26
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case5.txt,9,60,GA,349,0.4
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case5.txt,9,70,IP,431.0,14.34
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case5.txt,9,70,GA,431,0.5
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case7.txt,9,70,IP,450.0,61.76
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case7.txt,9,70,GA,437,0.48
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case7.txt,9,60,IP,321.0,61.24
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case7.txt,9,60,GA,326,0.41
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case6.txt,9,50,IP,284.0,4.8
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case6.txt,9,50,GA,306,0.34
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case7.txt,9,50,IP,313.0,44.96
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case7.txt,9,50,GA,340,0.34
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case6.txt,9,60,IP,380.0,9.26
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case6.txt,9,60,GA,380,0.41
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case6.txt,9,70,IP,414.0,16.25
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case6.txt,9,70,GA,414,0.48
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case2.txt,9,70,IP,411.9999999586999,61.72
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case2.txt,9,70,GA,425,0.48
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case2.txt,9,60,IP,324.0,61.23
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case2.txt,9,60,GA,328,0.41
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case3.txt,9,50,IP,322.999999,46.94
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case3.txt,9,50,GA,366,0.35
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case2.txt,9,50,IP,349.0,3.81
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case2.txt,9,50,GA,349,0.35
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case3.txt,9,60,IP,386.0,42.93
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case3.txt,9,60,GA,401,0.42
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case3.txt,9,70,IP,430.0,61.78
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case3.txt,9,70,GA,442,0.48
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case1.txt,9,70,IP,440.0,29.91
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case1.txt,9,70,GA,476,0.48
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case1.txt,9,60,IP,325.0,47.33
case_m9_n60_lambda0.2_mu40.0_sigma10.0_case1.txt,9,60,GA,370,0.41
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case10.txt,9,70,IP,376.0,61.81
case_m9_n70_lambda0.2_mu40.0_sigma10.0_case10.txt,9,70,GA,371,0.47
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case1.txt,9,50,IP,301.0,6.74
case_m9_n50_lambda0.2_mu40.0_sigma10.0_case1.txt,9,50,GA,322,0.35
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case10.txt,9,100,IP,601.0,63.65
case_m9_n100_lambda0.2_mu40.0_sigma10.0_case10.txt,9,100,GA,601,0.68
