test_file,m,n,algorithm,Cmax,runtime_sec
case_m6_n50_lambda0.2_mu40.0_sigma10.0_case1.txt,6,50,GA,345,0.25
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case7.txt,6,100,IP,767.0,62.45
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case7.txt,6,100,GA,703,0.47
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case6.txt,6,100,IP,707.0,62.56
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case6.txt,6,100,GA,691,0.47
case_m6_n80_lambda0.2_mu40.0_sigma10.0_case10.txt,6,80,IP,538.0,61.63
case_m6_n80_lambda0.2_mu40.0_sigma10.0_case10.txt,6,80,GA,552,0.38
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case4.txt,6,100,IP,801.999999919686,62.43
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case4.txt,6,100,GA,712,0.47
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case5.txt,6,100,IP,715.0,62.44
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case5.txt,6,100,GA,717,0.47
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case1.txt,6,100,IP,835.9999999162917,62.55
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case1.txt,6,100,GA,752,0.47
case_m6_n90_lambda0.2_mu40.0_sigma10.0_case8.txt,6,90,IP,627.0,62.49
case_m6_n90_lambda0.2_mu40.0_sigma10.0_case8.txt,6,90,GA,630,0.43
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case2.txt,6,100,IP,731.9999999266809,62.57
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case2.txt,6,100,GA,757,0.57
case_m6_n80_lambda0.2_mu40.0_sigma10.0_case8.txt,6,80,IP,588.0,62.21
case_m6_n80_lambda0.2_mu40.0_sigma10.0_case8.txt,6,80,GA,560,0.38
case_m6_n80_lambda0.2_mu40.0_sigma10.0_case9.txt,6,80,IP,612.9999999385996,61.61
case_m6_n80_lambda0.2_mu40.0_sigma10.0_case9.txt,6,80,GA,591,0.38
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case3.txt,6,100,IP,745.999999925293,62.4
case_m6_n100_lambda0.2_mu40.0_sigma10.0_case3.txt,6,100,GA,715,0.47
case_m6_n90_lambda0.2_mu40.0_sigma10.0_case9.txt,6,90,IP,648.0,62.42
case_m6_n90_lambda0.2_mu40.0_sigma10.0_case9.txt,6,90,GA,609,0.42
