test_file,m,n,algorithm,Cmax,runtime_sec
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case10.txt,5,60,IP,512.9999999485951,60.72
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case10.txt,5,60,GA,509,0.26
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case1.txt,5,70,IP,632.9999999365999,60.96
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case1.txt,5,70,GA,628,0.29
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case1.txt,5,50,IP,435.9998950435992,60.48
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case1.txt,5,50,GA,441,0.22
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case4.txt,5,60,IP,528.0,60.76
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case4.txt,5,60,GA,534,0.25
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case5.txt,5,50,IP,424.9999999573998,60.55
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case5.txt,5,50,GA,439,0.22
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case4.txt,5,70,IP,613.0,60.99
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case4.txt,5,70,GA,596,0.33
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case5.txt,5,70,IP,608.9999998779995,61.19
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case5.txt,5,70,GA,604,0.31
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case4.txt,5,50,IP,406.9999999183988,60.54
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case4.txt,5,50,GA,413,0.22
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case5.txt,5,60,IP,489.9999999508999,60.71
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case5.txt,5,60,GA,510,0.27
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case7.txt,5,60,IP,510.0,60.71
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case7.txt,5,60,GA,496,0.26
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case6.txt,5,50,IP,410.99990900023516,60.52
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case6.txt,5,50,GA,418,0.22
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case7.txt,5,70,IP,576.9999999421999,60.99
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case7.txt,5,70,GA,578,0.29
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case6.txt,5,70,IP,595.9999999402946,61.06
case_m5_n70_lambda0.2_mu40.0_sigma10.0_case6.txt,5,70,GA,603,0.29
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case7.txt,5,50,IP,387.99999996109995,60.51
case_m5_n50_lambda0.2_mu40.0_sigma10.0_case7.txt,5,50,GA,406,0.21
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case6.txt,5,60,IP,509.99999994889964,60.73
case_m5_n60_lambda0.2_mu40.0_sigma10.0_case6.txt,5,60,GA,525,0.25
