test_file,m,n,algorithm,Cmax,runtime_sec
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case92.txt,3,10,GA,19,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case79.txt,3,10,IP,20.0,0.08
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case79.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case45.txt,3,10,IP,24.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case45.txt,3,10,GA,24,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case51.txt,3,10,IP,27.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case51.txt,3,10,GA,27,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case47.txt,3,10,IP,29.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case47.txt,3,10,GA,29,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case53.txt,3,10,IP,26.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case53.txt,3,10,GA,26,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case84.txt,3,10,IP,19.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case84.txt,3,10,GA,19,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case90.txt,3,10,IP,25.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case90.txt,3,10,GA,25,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case149.txt,3,10,IP,24.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case149.txt,3,10,GA,24,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case161.txt,3,10,IP,20.0,0.11
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case161.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case175.txt,3,10,IP,20.999999997799815,0.25
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case175.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case174.txt,3,10,IP,19.99999999789999,0.84
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case174.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case160.txt,3,10,IP,18.0,0.08
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case160.txt,3,10,GA,18,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case148.txt,3,10,IP,21.0,0.07
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case148.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case91.txt,3,10,IP,33.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case91.txt,3,10,GA,33,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case85.txt,3,10,IP,29.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case85.txt,3,10,GA,29,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case52.txt,3,10,IP,35.0,0.06
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case52.txt,3,10,GA,35,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case46.txt,3,10,IP,31.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case46.txt,3,10,GA,31,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case21.txt,3,10,IP,19.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case21.txt,3,10,GA,19,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case35.txt,3,10,IP,24.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case35.txt,3,10,GA,24,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case107.txt,3,10,IP,20.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case107.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case113.txt,3,10,IP,20.0,0.07
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case113.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case112.txt,3,10,IP,27.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case112.txt,3,10,GA,27,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case106.txt,3,10,IP,23.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case106.txt,3,10,GA,23,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case34.txt,3,10,IP,21.0,0.13
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case34.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case20.txt,3,10,IP,23.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case20.txt,3,10,GA,23,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case36.txt,3,10,IP,20.0,0.06
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case36.txt,3,10,GA,20,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case22.txt,3,10,IP,30.99999999679999,0.1
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case22.txt,3,10,GA,31,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case9.txt,3,10,IP,21.0,0.03
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case9.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case110.txt,3,10,IP,34.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case110.txt,3,10,GA,34,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case104.txt,3,10,IP,20.0,0.09
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case104.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case138.txt,3,10,IP,25.0,0.07
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case138.txt,3,10,GA,25,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case139.txt,3,10,IP,20.0,0.22
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case139.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case105.txt,3,10,IP,26.0,0.07
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case105.txt,3,10,GA,26,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case111.txt,3,10,IP,28.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case111.txt,3,10,GA,28,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case8.txt,3,10,IP,25.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case8.txt,3,10,GA,25,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case23.txt,3,10,IP,20.0,0.1
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case23.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case37.txt,3,10,IP,32.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case37.txt,3,10,GA,32,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case33.txt,3,10,IP,20.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case33.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case27.txt,3,10,IP,20.0,0.03
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case27.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case129.txt,3,10,IP,19.0,12.61
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case129.txt,3,10,GA,19,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case115.txt,3,10,IP,21.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case115.txt,3,10,GA,21,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case101.txt,3,10,IP,24.0,0.1
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case101.txt,3,10,GA,24,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case100.txt,3,10,IP,20.999999997799982,0.29
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case100.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case114.txt,3,10,IP,43.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case114.txt,3,10,GA,43,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case128.txt,3,10,IP,25.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case128.txt,3,10,GA,25,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case26.txt,3,10,IP,24.0,0.02
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case26.txt,3,10,GA,24,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case32.txt,3,10,IP,18.999999997999733,0.24
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case32.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case24.txt,3,10,IP,26.999999997199527,0.24
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case24.txt,3,10,GA,27,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case30.txt,3,10,IP,26.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case30.txt,3,10,GA,26,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case18.txt,3,10,IP,18.0,0.48
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case18.txt,3,10,GA,18,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case102.txt,3,10,IP,21.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case102.txt,3,10,GA,21,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case116.txt,3,10,IP,29.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case116.txt,3,10,GA,29,0.05
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case117.txt,3,10,IP,24.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case117.txt,3,10,GA,24,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case103.txt,3,10,IP,24.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case103.txt,3,10,GA,24,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case19.txt,3,10,IP,20.0,0.06
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case19.txt,3,10,GA,20,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case31.txt,3,10,IP,23.0,0.01
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case31.txt,3,10,GA,23,0.04
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case25.txt,3,10,IP,24.0,0.06
case_m3_n10_lambda0.5_mu5.0_sigma0.5_case25.txt,3,10,GA,24,0.04
