test_file,m,n,algorithm,Cmax,runtime_sec
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case75.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case61.txt,2,10,IP,30.0,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case61.txt,2,10,GA,30,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case60.txt,2,10,IP,25.99999899729888,0.43
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case60.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case74.txt,2,10,IP,27.99999999709816,0.12
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case74.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case48.txt,2,10,IP,32.0,0.02
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case48.txt,2,10,GA,32,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case117.txt,2,10,IP,37.0,0.05
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case117.txt,2,10,GA,37,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case103.txt,2,10,IP,27.0,4.27
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case103.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case115.txt,2,10,IP,24.99999999739999,0.23
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case115.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case89.txt,2,10,IP,25.0,2.75
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case89.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case101.txt,2,10,IP,25.99999999729808,0.12
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case101.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case129.txt,2,10,IP,32.99999999659971,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case129.txt,2,10,GA,33,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case62.txt,2,10,IP,28.999999996999996,0.16
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case62.txt,2,10,GA,29,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case76.txt,2,10,IP,33.0,0.05
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case76.txt,2,10,GA,33,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case77.txt,2,10,IP,46.0,0.02
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case77.txt,2,10,GA,46,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case63.txt,2,10,IP,27.0,0.09
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case63.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case128.txt,2,10,IP,25.999986002724313,20.03
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case128.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case88.txt,2,10,IP,24.999999997399996,0.28
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case88.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case100.txt,2,10,IP,29.999999996899998,0.14
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case100.txt,2,10,GA,31,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case114.txt,2,10,IP,35.99999999629907,0.1
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case114.txt,2,10,GA,36,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case138.txt,2,10,IP,26.0,0.12
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case138.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case98.txt,2,10,IP,30.999999996799776,0.06
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case98.txt,2,10,GA,31,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case110.txt,2,10,IP,31.999999996699376,0.09
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case110.txt,2,10,GA,32,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case104.txt,2,10,IP,25.0,1.76
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case104.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case67.txt,2,10,IP,27.0,0.15
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case67.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case73.txt,2,10,IP,34.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case73.txt,2,10,GA,34,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case72.txt,2,10,IP,28.0,0.02
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case72.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case66.txt,2,10,IP,28.999999996999506,0.11
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case66.txt,2,10,GA,29,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case105.txt,2,10,IP,28.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case105.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case99.txt,2,10,IP,25.99999999729943,20.03
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case99.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case111.txt,2,10,IP,32.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case111.txt,2,10,GA,32,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case139.txt,2,10,IP,24.999999997398845,0.23
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case139.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case107.txt,2,10,IP,25.0,2.3
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case107.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case113.txt,2,10,IP,35.0,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case113.txt,2,10,GA,35,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case70.txt,2,10,IP,29.0,0.08
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case70.txt,2,10,GA,30,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case64.txt,2,10,IP,26.999999997199616,0.25
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case64.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case58.txt,2,10,IP,25.0,0.07
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case58.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case59.txt,2,10,IP,26.999999997199996,0.65
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case59.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case65.txt,2,10,IP,25.0,0.26
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case65.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case71.txt,2,10,IP,24.999999997399996,0.27
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case71.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case112.txt,2,10,IP,37.999999987702466,0.03
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case112.txt,2,10,GA,39,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case106.txt,2,10,IP,24.99999999739918,0.12
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case106.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case123.txt,2,10,IP,27.999999997099998,0.15
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case123.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case137.txt,2,10,IP,31.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case137.txt,2,10,GA,31,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case97.txt,2,10,IP,33.0,0.08
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case97.txt,2,10,GA,33,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case83.txt,2,10,IP,38.0,0.02
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case83.txt,2,10,GA,38,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case68.txt,2,10,IP,27.0,1.9
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case68.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case54.txt,2,10,IP,26.999999997198984,0.25
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case54.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case40.txt,2,10,IP,27.0,2.92
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case40.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case41.txt,2,10,IP,35.99999999629999,0.12
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case41.txt,2,10,GA,36,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case55.txt,2,10,IP,24.999999997399613,0.41
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case55.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case69.txt,2,10,IP,27.99999999709576,0.09
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case69.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case82.txt,2,10,IP,27.0,0.02
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case82.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case96.txt,2,10,IP,26.0,2.56
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case96.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case136.txt,2,10,IP,26.0,2.53
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case136.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case122.txt,2,10,IP,28.999999996999538,0.16
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case122.txt,2,10,GA,30,0.05
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case134.txt,2,10,IP,26.0,0.03
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case134.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case120.txt,2,10,IP,31.999999996699998,0.34
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case120.txt,2,10,GA,32,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case108.txt,2,10,IP,31.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case108.txt,2,10,GA,31,0.05
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case80.txt,2,10,IP,24.99999999739955,0.53
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case80.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case94.txt,2,10,IP,27.0,0.15
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case94.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case43.txt,2,10,IP,23.999999997499998,0.49
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case43.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case57.txt,2,10,IP,25.99999999729999,0.15
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case57.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case56.txt,2,10,IP,27.999999997098612,0.2
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case56.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case42.txt,2,10,IP,24.999999997399925,0.2
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case42.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case95.txt,2,10,IP,27.0,7.42
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case95.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case109.txt,2,10,IP,26.999999997198998,0.29
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case109.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case81.txt,2,10,IP,25.999999997299994,0.11
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case81.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case121.txt,2,10,IP,28.99999999699973,0.41
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case121.txt,2,10,GA,29,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case135.txt,2,10,IP,26.0,2.77
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case135.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case85.txt,2,10,IP,26.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case85.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case119.txt,2,10,IP,29.0,0.1
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case119.txt,2,10,GA,29,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case91.txt,2,10,IP,26.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case91.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case131.txt,2,10,IP,27.0,3.71
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case131.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case125.txt,2,10,IP,27.0,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case125.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case46.txt,2,10,IP,27.999999997099305,0.1
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case46.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case52.txt,2,10,IP,25.999999997299987,0.65
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case52.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case53.txt,2,10,IP,24.999999997399996,0.18
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case53.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case47.txt,2,10,IP,25.999992665756874,20.07
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case47.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case124.txt,2,10,IP,25.999999997299998,0.17
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case124.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case130.txt,2,10,IP,24.999999997399975,0.07
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case130.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case118.txt,2,10,IP,37.0,0.03
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case118.txt,2,10,GA,37,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case90.txt,2,10,IP,24.999999997399136,0.16
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case90.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case84.txt,2,10,IP,36.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case84.txt,2,10,GA,36,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case92.txt,2,10,IP,38.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case92.txt,2,10,GA,38,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case86.txt,2,10,IP,28.0,0.05
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case86.txt,2,10,GA,28,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case126.txt,2,10,IP,24.999982005246412,10.37
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case126.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case132.txt,2,10,IP,26.0,4.17
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case132.txt,2,10,GA,26,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case51.txt,2,10,IP,26.999999997199996,0.17
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case51.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case45.txt,2,10,IP,41.0,0.01
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case45.txt,2,10,GA,41,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case79.txt,2,10,IP,25.0,8.78
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case79.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case78.txt,2,10,IP,26.999999997199673,0.18
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case78.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case44.txt,2,10,IP,26.99999999719995,0.61
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case44.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case50.txt,2,10,IP,25.999999997299994,0.49
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case50.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case133.txt,2,10,IP,30.999999996799996,0.14
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case133.txt,2,10,GA,31,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case127.txt,2,10,IP,26.999995999995352,20.06
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case127.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case87.txt,2,10,IP,27.0,0.05
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case87.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case93.txt,2,10,IP,24.99999999739953,0.39
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case93.txt,2,10,GA,25,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case140.txt,2,10,IP,26.0,0.15
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case140.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case154.txt,2,10,IP,27.0,17.85
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case154.txt,2,10,GA,27,0.04
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case168.txt,2,10,IP,28.0,0.02
case_m2_n10_lambda0.5_mu5.0_sigma0.5_case168.txt,2,10,GA,28,0.04
