test_file,m,n,algorithm,Cmax,runtime_sec
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case99.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case98.txt,5,10,IP,29.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case98.txt,5,10,GA,29,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case116.txt,5,10,IP,16.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case116.txt,5,10,GA,16,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case67.txt,5,10,IP,31.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case67.txt,5,10,GA,31,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case73.txt,5,10,IP,33.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case73.txt,5,10,GA,33,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case102.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case102.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case2.txt,5,10,IP,25.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case2.txt,5,10,GA,25,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case14.txt,5,10,IP,15.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case14.txt,5,10,GA,15,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case165.txt,5,10,IP,15.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case165.txt,5,10,GA,15,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case171.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case171.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case28.txt,5,10,IP,17.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case28.txt,5,10,GA,17,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case159.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case159.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case29.txt,5,10,IP,20.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case29.txt,5,10,GA,20,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case158.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case158.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case170.txt,5,10,IP,26.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case170.txt,5,10,GA,26,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case15.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case15.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case164.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case164.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case172.txt,5,10,IP,40.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case172.txt,5,10,GA,40,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case166.txt,5,10,IP,27.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case166.txt,5,10,GA,27,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case17.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case17.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case199.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case199.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case198.txt,5,10,IP,17.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case198.txt,5,10,GA,17,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case167.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case167.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case16.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case16.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case173.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case173.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case177.txt,5,10,IP,17.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case177.txt,5,10,GA,17,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case12.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case12.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case163.txt,5,10,IP,20.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case163.txt,5,10,GA,20,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case188.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case188.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case189.txt,5,10,IP,13.0,0.04
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case189.txt,5,10,GA,14,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case13.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case13.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case162.txt,5,10,IP,26.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case162.txt,5,10,GA,26,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case176.txt,5,10,IP,30.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case176.txt,5,10,GA,30,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case200.txt,5,10,IP,15.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case200.txt,5,10,GA,15,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case39.txt,5,10,IP,27.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case39.txt,5,10,GA,27,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case148.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case148.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case160.txt,5,10,IP,14.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case160.txt,5,10,GA,14,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case11.txt,5,10,IP,31.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case11.txt,5,10,GA,31,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case174.txt,5,10,IP,28.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case174.txt,5,10,GA,28,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case175.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case175.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case161.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case161.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case10.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case10.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case38.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case38.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case149.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case149.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case35.txt,5,10,IP,18.0,0.1
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case35.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case144.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case144.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case150.txt,5,10,IP,41.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case150.txt,5,10,GA,41,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case21.txt,5,10,IP,25.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case21.txt,5,10,GA,25,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case178.txt,5,10,IP,25.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case178.txt,5,10,GA,25,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case187.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case187.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case193.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case193.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case192.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case192.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case186.txt,5,10,IP,30.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case186.txt,5,10,GA,30,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case179.txt,5,10,IP,29.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case179.txt,5,10,GA,29,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case151.txt,5,10,IP,27.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case151.txt,5,10,GA,27,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case20.txt,5,10,IP,29.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case20.txt,5,10,GA,29,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case34.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case34.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case145.txt,5,10,IP,18.0,0.14
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case145.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case22.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case22.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case153.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case153.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case147.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case147.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case36.txt,5,10,IP,12.0,0.16
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case36.txt,5,10,GA,13,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case190.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case190.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case184.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case184.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case185.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case185.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case191.txt,5,10,IP,26.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case191.txt,5,10,GA,26,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case146.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case146.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case37.txt,5,10,IP,33.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case37.txt,5,10,GA,33,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case23.txt,5,10,IP,24.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case23.txt,5,10,GA,24,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case152.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case152.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case156.txt,5,10,IP,17.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case156.txt,5,10,GA,17,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case27.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case27.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case33.txt,5,10,IP,23.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case33.txt,5,10,GA,23,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case142.txt,5,10,IP,26.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case142.txt,5,10,GA,26,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case195.txt,5,10,IP,35.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case195.txt,5,10,GA,35,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case181.txt,5,10,IP,20.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case181.txt,5,10,GA,20,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case180.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case180.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case194.txt,5,10,IP,15.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case194.txt,5,10,GA,15,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case32.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case32.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case143.txt,5,10,IP,20.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case143.txt,5,10,GA,20,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case157.txt,5,10,IP,20.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case157.txt,5,10,GA,20,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case26.txt,5,10,IP,30.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case26.txt,5,10,GA,30,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case18.txt,5,10,IP,14.0,0.13
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case18.txt,5,10,GA,14,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case169.txt,5,10,IP,19.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case169.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case141.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case141.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case30.txt,5,10,IP,28.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case30.txt,5,10,GA,28,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case24.txt,5,10,IP,28.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case24.txt,5,10,GA,28,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case155.txt,5,10,IP,33.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case155.txt,5,10,GA,33,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case182.txt,5,10,IP,29.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case182.txt,5,10,GA,29,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case196.txt,5,10,IP,25.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case196.txt,5,10,GA,25,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case197.txt,5,10,IP,21.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case197.txt,5,10,GA,21,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case183.txt,5,10,IP,15.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case183.txt,5,10,GA,15,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case25.txt,5,10,IP,18.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case25.txt,5,10,GA,18,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case154.txt,5,10,IP,26.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case154.txt,5,10,GA,26,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case140.txt,5,10,IP,18.999999996,0.12
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case140.txt,5,10,GA,19,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case31.txt,5,10,IP,13.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case31.txt,5,10,GA,13,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case19.txt,5,10,IP,20.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case19.txt,5,10,GA,20,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case168.txt,5,10,IP,17.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case168.txt,5,10,GA,17,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case127.txt,5,10,IP,30.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case127.txt,5,10,GA,30,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case56.txt,5,10,IP,22.0,0.03
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case56.txt,5,10,GA,22,0.06
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case42.txt,5,10,IP,17.0,0.14
case_m5_n10_lambda0.5_mu5.0_sigma0.5_case42.txt,5,10,GA,17,0.06
